"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_842",7,0.00906797572782437,25.2833333333333,7
"ASV_733",6,0.00906056270863138,0.2,6
"ASV_278",7,0.00906364999318523,7.7,7
"ASV_846",8,0.00906859402700123,30.2833333333333,8
"ASV_612",6,0.00906056270863138,0.2,6
"ASV_122",2,0.00757575757575758,0,2
"ASV_455",2,0.00757575757575758,0,2
"ASV_148",3,0.00763358778625954,0,3
"ASV_276",3,0.00763358778625954,0,3
"ASV_180",3,0.00763358778625954,0,3
"ASV_965",1,0.0075187969924812,0,1
"ASV_27",2,0.00757575757575758,1,2
"ASV_1168",1,0.00757532608076551,0,1
"ASV_476",1,0.00757532608076551,0,1
"ASV_218",2,0.00757575757575758,1,2
"ASV_93",3,0.00905316179974134,65,3
"ASV_162",1,0.00904454267256035,0,1
"ASV_171",2,0.00904577297150241,23,2
"ASV_358",4,0.00906612133605999,42.6666666666667,4
"ASV_1246",6,0.00906797572782437,92.5,6
"ASV_425",1,0.0076900838392599,0,1
"ASV_424",3,0.00769186281880747,4,3
"ASV_347",1,0.0075187969924812,0,1
"ASV_883",1,0.0075187969924812,0,1
"ASV_59",2,0.00799182790529984,14,2
"ASV_159",3,0.00799471026689108,24,3
"ASV_663",1,0.0075187969924812,0,1
"ASV_565",1,0.0075187969924812,0,1
"ASV_1102",1,0.00757532608076551,0,1
"ASV_220",1,0.00757532608076551,0,1
"ASV_404",1,0.0075187969924812,0,1
"ASV_1089",2,0.0079889476213359,8,2
"ASV_329",4,0.00831613831051085,25,4
"ASV_185",1,0.0075187969924812,0,1
"ASV_905",1,0.0075187969924812,0,1
"ASV_87",1,0.0075187969924812,0,1
"ASV_1006",4,0.00906364999318523,80,4
"ASV_484",2,0.00904023926046765,23,2
"ASV_193",2,0.00905439444482266,0,2
"ASV_546",1,0.00763271162123386,0,1
"ASV_903",1,0.00763271162123386,0,1
"ASV_390",1,0.00763271162123386,0,1
"ASV_134",4,0.00781158228591566,1.16666666666667,4
"ASV_493",5,0.00781204111600587,5.83333333333333,5
"ASV_1129",3,0.00781112350971986,0.666666666666667,3
"ASV_364",3,0.00781066478740897,0.333333333333333,3
"ASV_2636",3,0.00781112350971986,0,3
"ASV_1765",8,0.00907106806711226,81.1666666666667,8
"ASV_222",5,0.00907168678807721,110.166666666667,5
"ASV_3480",4,0.00832030028151392,15,4
"ASV_1295",4,0.00832290362953692,20,4
"ASV_2422",4,0.00832290362953692,20,4
"ASV_361",2,0.00757575757575758,0,2
"ASV_58",2,0.00757575757575758,0,2
"ASV_1243",4,0.00831509846827133,0,4
"ASV_641",5,0.00832342449464923,49,5
"ASV_197",6,0.00832030028151392,9,6
"ASV_1094",5,0.00831977980733141,6,5
"ASV_1286",4,0.00831509846827133,0,4
"ASV_279",1,0.0075187969924812,0,1
"ASV_341",1,0.0075187969924812,0,1
"ASV_1329",1,0.00830938398100712,0,1
"ASV_417",1,0.0075187969924812,0,1
"ASV_1584",1,0.0075187969924812,0,1
"ASV_556",1,0.0075187969924812,0,1
"ASV_187",1,0.0075187969924812,0,1
"ASV_224",2,0.00831821877540809,0,2
"ASV_1607",3,0.00832394542495932,49,3
"ASV_280",1,0.00780974750440399,0,1
"ASV_558",1,0.0075187969924812,0,1
"ASV_555",3,0.00906797572782437,41.8333333333333,3
"ASV_420",2,0.00799374924870778,18,2
"ASV_322",2,0.00769097322616087,0,2
"ASV_815",2,0.00757575757575758,1,2
"ASV_1536",1,0.0075187969924812,0,1
"ASV_74",1,0.00905192949023344,0,1
"ASV_1854",3,0.00799182790529984,14,3
"ASV_896",2,0.0090587113472279,23,2
"ASV_4142",1,0.0075187969924812,0,1
"ASV_1402",1,0.0075187969924812,0,1
"ASV_257",2,0.00798846777584239,0,2
"ASV_1500",1,0.0075187969924812,0,1
"ASV_629",2,0.00757575757575758,1,2
"ASV_5",5,0.00905994550408719,0,5
"ASV_39",2,0.00757575757575758,0,2
"ASV_66",3,0.00763358778625954,0,3
"ASV_88",1,0.0075187969924812,0,1
"ASV_129",1,0.00757532608076551,0,1
"ASV_41",2,0.00757575757575758,1,2
"ASV_103",1,0.00757532608076551,0,1
"ASV_31",1,0.00903901046622265,0,1
"ASV_40",4,0.0090587113472279,65,4
"ASV_131",2,0.00769141799676151,3,2
"ASV_143",1,0.0075187969924812,0,1
"ASV_15",1,0.00757532608076551,0,1
"ASV_206",1,0.0075187969924812,0,1
"ASV_101",2,0.00799374924870778,18,2
"ASV_24",1,0.0075187969924812,0,1
"ASV_178",1,0.00757532608076551,0,1
"ASV_46",1,0.0075187969924812,0,1
"ASV_61",2,0.00757575757575758,1,2
"ASV_117",1,0.0075187969924812,0,1
"ASV_3",1,0.00798511047070125,0,1
"ASV_513",1,0.00830938398100712,0,1
"ASV_211",1,0.0075187969924812,0,1
"ASV_812",1,0.0075187969924812,0,1
"ASV_170",1,0.0075187969924812,0,1
"ASV_304",2,0.00905439444482266,0,2
"ASV_725",1,0.00799086757990868,0,1
"ASV_153",3,0.00763358778625954,3,3
"ASV_874",1,0.00903164471003667,0,1
"ASV_384",5,0.00781204111600587,2,5
"ASV_1938",4,0.00832030028151392,15,4
"ASV_294",2,0.00757575757575758,0,2
"ASV_94",5,0.00831977980733141,6,5
"ASV_191",1,0.00902612826603325,0,1
"ASV_473",1,0.0075187969924812,0,1
"ASV_352",1,0.0075187969924812,0,1
"ASV_60",1,0.0075187969924812,0,1
"ASV_73",1,0.0075187969924812,0,1
"ASV_119",1,0.0075187969924812,0,1
"ASV_723",1,0.0075187969924812,0,1
"ASV_488",1,0.0075187969924812,0,1
"ASV_762",2,0.00769097322616087,0,2
"ASV_104",1,0.00757532608076551,0,1
"ASV_42",1,0.00757532608076551,0,1
"ASV_1884",1,0.0075187969924812,0,1
"ASV_78",1,0.00904454267256035,0,1
"ASV_1038",1,0.0075187969924812,0,1
"ASV_972",1,0.0075187969924812,0,1
"ASV_1195",2,0.00798846777584239,0,2
"ASV_154",1,0.0075187969924812,0,1
"ASV_2092",1,0.00757532608076551,0,1
"ASV_317",1,0.00757532608076551,0,1
